mr,utt
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a kid friendly _|eatType|_, that is high priced with an average customer rating. it is located in the _|area|_ area near _|near|_."
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]","try _|name|_, an average, child friendly _|eatType|_ with _|food|_ _|area|_ near _|near|_"
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]",there is an above average price _|eatType|_ _|name|_ and they serve _|food|_. they have average customer ratings and they are in _|area|_ near _|near|_.
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_ is a high cost family friendly _|eatType|_ located near _|near|_.
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is an upscale _|eatType|_ offering tasty fried fare, and is located several blocks from the city center. it is family friendly, although on the pricey side. it is located near the _|near|_."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]","_|name|_ _|eatType|_, near _|near|_ in the _|area|_, has a price range of less than £20 and has a low customer rating."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]",_|name|_ _|eatType|_ is near _|near|_ in the _|area|_. it has a price range of less than £20 and has a low customer rating.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]","in the _|area|_ you will find a low rated _|food|_ _|eatType|_ named _|name|_. it is located near _|near|_ with items averaging less than £20, however it is not family-friendly."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]","_|name|_ is a _|eatType|_ selling _|food|_. it is not family-friendly, low price range with a low customer rating. it is located in the _|area|_ near _|near|_."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]",_|name|_ is a _|food|_ _|eatType|_ located on the _|area|_ near _|near|_. though it is not family-friendly and has a low customer rating it has cheap food with prices less than £20.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]","low priced _|eatType|_ selling _|food|_, located near _|near|_ in the _|area|_. _|name|_ is not family-friendly and has a low customer rating."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]","_|name|_ _|eatType|_ is located near _|near|_ in the _|area|_,  it is  family-friendly with _|food|_ costing less than £20 but has a low customer rating"
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a _|eatType|_ with _|food|_ in the _|area|_ near _|near|_. it has a low rating, however you can eat for less than £20."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]",_|name|_ is a family-friendly _|eatType|_ offering _|food|_ for less than £20. it is in the _|area|_ near _|near|_ and has a low rating.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a _|food|_ _|eatType|_ located in the _|area|_ near _|near|_. its prices are less than 20 euros, and it has a low customer rating. it is also family-friendly."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a family-friendly _|eatType|_ located in the _|area|_ near _|near|_. it has a low customer rating, but _|food|_ there costs under 20 euros."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]","for _|food|_ _|name|_ _|eatType|_ located  in the _|area|_, near _|near|_  and has food under £20 price range.  it has a low customer rating and is family-friendly"
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]","_|food|_ _|eatType|_ called _|name|_ in _|area|_ area near _|near|_; not family-friendly, low cost and low customer rating."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]",_|name|_ is a _|eatType|_  with no family-friendly staff with price range less than £20 provides _|food|_ located near the _|near|_ at the _|area|_ with low customer rating.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]","located in the city centre by _|near|_, with a one star rating from customers, is a _|eatType|_ by the name of _|name|_.  it's cheap, and for adults only."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]","near the _|near|_ in the city centre is a low priced, low rated _|eatType|_ named _|name|_ that isn't family friendly"
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]","_|name|_ can be found north of the city center., beside the river and a _|near|_. this non-family friendly restaurant offers inexpensive _|food|_ in favor for their terrible service."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]",_|name|_ is a _|eatType|_ offering _|food|_ at moderate prices. located near the _|area|_ _|near|_ it has a low customer rating and does not welcome children.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]",_|name|_ is a _|eatType|_ in the low price range serving _|food|_ located near _|near|_ on the _|area|_.  it is not family-friendly and has a low customer rating.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]",_|name|_ is a low price _|food|_ near the _|near|_ with low customer rating.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]","_|name|_ is an inexpensive _|eatType|_ that is unfortunately not family friendly. located north of the city center. beside the river, their 1-star _|food|_ is competing against the close by _|near|_."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]","_|name|_ is a _|eatType|_ in the city centre by _|near|_.  it is inexpensive, is rated one star by customers, and is not family friendly."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]","_|name|_ is a _|area|_ _|eatType|_ offering _|food|_ at average prices. located near _|near|_, it has a low customer rating and does not welcome children."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]",low-priced food can be found near the river  at 1-star rated _|name|_ _|eatType|_ near _|near|_. kids are welcomed.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a  family-friendly but low-rated _|eatType|_ with price ranges of less than £20. it is located by the _|area|_, near the _|food|_ restaurant _|near|_."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]",there is a 1-star cheap _|eatType|_ _|name|_ located beside _|near|_ that provides _|food|_. families are welcomed there.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a family friendly _|eatType|_, with a low prices, they serve _|food|_, it is located by the _|area|_ near a _|near|_. it has a low customer rating."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_ is a low priced _|food|_ _|eatType|_ near _|near|_ by the river. it is family friendly and has a low rating.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a family friendly _|eatType|_, with a low prices, they serve _|food|_, it is located by the _|area|_ near a _|near|_. it has a low customer rating."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a _|food|_ _|eatType|_ near _|near|_ by the river. it is family friendly, has a low rating and a low food price range."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a low-priced, 1-star rated, kid friendly _|eatType|_ that serves food, near _|near|_ by the river."
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_ is a 1-star _|eatType|_ providing _|food|_ in the low price range. it is suitable for families and located beside _|near|_ at the north of city centre.
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]","in the _|area|_ you will find a moderately priced _|food|_ _|eatType|_ called _|name|_. it is located near _|near|_, is not kid friendly and has a customer rating of 1 out of 5."
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]","_|area|_, _|food|_ _|eatType|_, _|name|_ is near _|near|_. it is not child friendly and has a customer rating of 1 out of 5."
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]",_|name|_ is a moderately priced _|eatType|_ that serves _|food|_. it is located in the _|area|_ near _|near|_ and is not kid friendly with a customer rating of 1 out of 5.
